productid,Name,ProductPrice,ProductStyle,Fabric,Brand,FabricType,Silhouette,Season,Pattern,WashCase,ColorGroup,TotalSales,FirstMonthSale,SecondMonthSale,ThirdMonthSale
CL0096810,Rose print cotton voile banded empire dress,94.95,Dress,Voile,WAYWARD FANCIES,WOVEN,,Sale,,MACHINE WASH,White,9,5,3,1
CL0096869,Smocked waist linear graphic print cotton voile ti,79.95,Skirt,Voile,WAYWARD FANCIES,WOVEN,,,Graphic,MACHINE WASH,Pink,8,0,0,8
CL0096852,Linear floral print cotton voile ruched tier dress,89.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Pink,88,23,38,27
CL0096871,Linear floral graphic print cotton voile chelsea d,76.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Pink,73,29,27,17
CL0096923,Ruched yoke Egyptian Giza cotton voile shirt,69.95,Top,Voile,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,White,7,0,5,2
CL0097005,Ruched Egyptian Giza cotton voile blouse,44.95,Top,Voile,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,White,9,0,6,3
CL0097072,Ruched yoke rose print cotton voile shirt,54.95,Top,Voile,WAYWARD FANCIES,WOVEN,,Sale,,MACHINE WASH,White,3,2,1,0
CL0097728,Plunge ikat print cotton voile dress,74.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Graphic,MACHINE WASH,Red,17,0,0,17
CL0097798,Ikat print cotton voile tiered trapeze dress,69.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Shirtdress,,Graphic,MACHINE WASH,Red,5,0,0,5
CL0075242,Ruched tier polka dot print cotton poplin maxi dre,64.95,Dress,Cotton,WAYWARD FANCIES,WOVEN,Shift,Sale,,MACHINE WASH,Blue,1,0,1,0
CL0083111,Ruched lemon print cotton poplin shirtdress,79.95,Dress,Cotton,eshakti,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Blue,430,33,236,161
CL0083112,Lemon print cotton poplin smocked empire dress,64.95,Dress,Cotton,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Blue,32,6,15,11
CL0083087,Lemon print cotton poplin pleated skirt,52.95,Skirt,Cotton,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Blue,14,4,6,4
CL0083299,Floral print cotton poplin A-line dress,54.95,Dress,Cotton,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Red,63,19,27,17
CL0088586,Turtleneck rib knit cotton cashmere sweater,67.95,Top,Cotton,Zapelle,KNITS,,,,Hand wash coldFlat Dry,Gray,1,1,0,0
CL0090454,Floral print cotton poplin Chelsea dress,69.95,Dress,Cotton,eshakti,WOVEN,,Sale,,MACHINE WASH,Blue,10,1,5,4
CL0096137,Dot embellished cotton eyelet crop shirt,44.95,Top,Eyelet,Zapelle,WOVEN,,Sale,,MACHINE WASH,White,3,1,2,0
CL0097510,Floral cotton eyelet ruched bib top,89.95,Top,Eyelet,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,White,3,0,0,3
CL0097538,Floral cotton eyelet banded empire dress,109.95,Dress,Eyelet,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,White,76,0,0,76
CL0097552,Tie back cotton eyelet ruffle flounce slip dress,109.95,Dress,Eyelet,Zapelle,WOVEN,Shift,,,MACHINE WASH,White,9,0,0,9
CL0094500,Cotton sateen ruched tunic shirt,69.95,Top,Sateen,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Yellow,11,2,4,5
CL0096986,Cotton sateen pieced A-line dress,59.95,Dress,Sateen,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Pink,5,2,1,2
CL0097000,Ruffle frill cotton sateen shirt,69.95,Top,Sateen,Zapelle,WOVEN,,,,MACHINE WASH,Green,7,4,2,1
CL0097023,Gathered neckline cotton sateen tunic,39.95,Top,Sateen,Zapelle,WOVEN,,,,MACHINE WASH,Pink,5,0,3,2
CL0097107,Cotton sateen vented shirtdress,79.95,Dress,Sateen,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Green,4,0,4,0
CL0097321,Stripe print cotton sateen release pleat shirtdres,79.95,Dress,Sateen,Zapelle,WOVEN,Shirtdress,,Stripes,MACHINE WASH,Black,9,0,6,3
CL0097603,Cotton sateen banded empire waist dress,74.95,Dress,Sateen,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Pink,1,0,0,1
CL0095612,Dolman sleeve cotton modal sweater,69.95,Top,Tencel,Zapelle,KNITS,,Fall Winter,,Hand wash coldFlat Dry,Blue,4,0,3,1
CL0095933,Pleated velvet tunic shirt,74.95,Top,Velvet,Zapelle,WOVEN,,Fall Winter,,DRY CLEAN,Red,3,1,0,2
CL0096082,Keyhole front floral embroidery crepe shift dress,89.95,Dress,Velvet,WAYWARD FANCIES,WOVEN,Shift,,,MACHINE WASH,Black,1,1,0,0
CL0081014,Ruffle crinkle chiffon blouse,69.95,Top,Chiffon,ZAPELLE,WOVEN,,Spring Summer,,MACHINE WASH,Off-white,2,1,0,1
CL0044176,Asymmetric wrap skirted dupioni dress,89.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,White,64,50,12,2
CL0051631,Sash tie dupioni maxi skirt,44.95,Skirt,Dupioni,eShakti,WOVEN,,Year-Round,,DRY CLEAN,Black,55,15,21,19
CL0052458,Floral print dupioni mixed media maxi dress,119.95,Dress,Dupioni,eshakti,WOVEN,,Fall Winter,Floral,hand wash or machine wash cold drip dry iron low w,Pink,30,13,8,9
CL0055909,Asymmetric wrap skirted dupioni dress,99.95,Dress,Dupioni,eShakti,WOVEN,Fit-and-flare,Year-Round,,DRY CLEAN,Black,18,10,6,2
CL0056003,Plunge rose print dupioni dress,129.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Spring Summer,Floral,hand wash or machine wash cold drip dry iron low w,White,34,9,19,6
CL0056042,Rose bouquet print dupioni belted dress,99.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Spring Summer,Floral,hand wash or machine wash cold drip dry iron low w,White,19,10,5,4
CL0058184,Dupioni belted fit-and-flare dress,89.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,White,26,9,11,6
CL0058428,Surplice dupioni tea length dress,89.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,White,33,9,13,11
CL0058420,Shoulder bow-ties dupioni dress,89.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,White,21,9,7,5
CL0058643,Sash tie rose print trapunto hem dupioni maxi skir,89.95,Skirt,Dupioni,WAYWARD FANCIES,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Black,9,3,6,0
CL0060953,Surplice floral print dupioni maxi dress,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Violet,7,2,2,3
CL0062125,Jasmine dress,99.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Green,18,6,8,4
CL0068742,Plunge dupioni maxi dress,104.95,Dress,Dupioni,eShakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Navy,10,7,3,0
CL0068744,Jasmine dress,104.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Navy,46,24,13,9
CL0068752,Sash tie dupioni midi dress,99.95,Dress,Dupioni,NEWBURY STREET,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,White,132,34,51,47
CL0069067,Plunge dupioni maxi dress,104.95,Dress,Dupioni,eShakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,10,6,2,2
CL0069078,Asymmetric wrap skirted dupioni dress,99.95,Dress,Dupioni,eShakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Navy,6,3,2,1
CL0069141,Asymmetric wrap skirted dupioni dress,99.95,Dress,Dupioni,eShakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,7,1,2,4
CL0069131,Plunge dupioni maxi dress,99.95,Dress,Dupioni,NEWBURY STREET,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,White,20,8,8,4
CL0069262,Shawl collar surplice dupioni dress,119.95,Dress,Dupioni,eShakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,21,7,8,6
CL0069906,Plunge rose print dupioni dress,129.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Black,86,30,43,13
CL0069907,Rose print dupioni belted dress,139.95,Dress,Dupioni,eShakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Black,46,25,8,13
CL0081468,Quincy dupioni dress,129.95,Dress,Dupioni,eShakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,68,18,29,21
CL0083171,Floral print dupioni banded empire dress,99.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Spring Summer,Floral,hand wash or machine wash cold drip dry iron low w,Blue,9,6,2,1
CL0083191,Watercolor floral print dupioni pleated empire dre,69.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Spring Summer,Floral,hand wash or machine wash cold drip dry iron low w,Blue,26,12,11,3
CL0083311,Floral print dupioni pleat waist dress,74.95,Dress,Dupioni,eshakti,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Orange,15,3,5,7
CL0083309,Floral print dupioni empire maxi dress,84.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Spring Summer,,hand wash or machine wash cold drip dry iron low w,Red,14,3,6,5
CL0083314,Floral print dupioni sash-tie shirtdress,99.95,Dress,Dupioni,eshakti,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Orange,7,2,2,3
CL0083310,Floral print trapunto hem dupioni dress,99.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Spring Summer,,hand wash or machine wash cold drip dry iron low w,Red,18,8,4,6
CL0083363,Puff sleeve floral print dupioni strapless maxi dr,99.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Floral,hand wash or machine wash cold drip dry iron low w,Blue,17,7,7,3
CL0083565,Floral print dupioni banded empire dress,79.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Orange,2,1,1,0
CL0084013,Rose print dupioni surplice dress,99.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,7,2,4,1
CL0084032,Floral print dupioni sash-tie shirtdress,99.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Black,25,15,5,5
CL0084152,Mesh trim hem poly dupioni empire dress,99.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Navy,91,51,26,14
CL0085601,Leaf print dupioni sash-tie shirtdress,84.95,Dress,Dupioni,NEWBURY STREET,WOVEN,Fit-and-flare,Spring Summer,,hand wash or machine wash cold drip dry iron low w,White,3,1,1,1
CL0085605,Leaf print trapunto hem dupioni dress,129.95,Dress,Dupioni,NEWBURY STREET,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,White,1,0,0,1
CL0085925,Puff sleeve dupioni strapless maxi dress,119.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Navy,44,14,17,13
CL0086301,Floral print dupioni sash-tie shirtdress,99.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,Year-Round,Floral,hand wash or machine wash cold drip dry iron low w,Green,4,2,1,1
CL0086373,Beaded floral embroidery dupioni dress,89.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Navy,1,1,0,0
CL0086892,Plunge rose print dupioni dress,119.95,Dress,Dupioni,NEWBURY STREET,WOVEN,Fit-and-flare,Fall Winter,Floral,hand wash or machine wash cold drip dry iron low w,Red,60,23,25,12
CL0086733,Corset-style floral print dupioni halter dress,94.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Green,1,1,0,0
CL0086966,Rose print dupioni banded empire dress,119.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,A-Line,Fall Winter,Floral,hand wash or machine wash cold drip dry iron low w,Red,11,0,7,4
CL0087412,Floral print trapunto hem dupioni dress,119.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,hand wash or machine wash cold drip dry iron low w,Red,9,5,2,2
CL0087707,Dupioni sash-tie maxi dress,104.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,21,7,7,7
CL0087710,Jersey knit and floral print dupioni maxi dress,99.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Fall Winter,,hand wash or machine wash cold drip dry iron low w,Pink,4,1,2,1
CL0087766,Placed floral print dupioni dress,119.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Fall Winter,,hand wash or machine wash cold drip dry iron low w,Navy,439,177,155,107
CL0087975,Jersey knit and ombre print dupioni maxi dress,129.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Fall Winter,,hand wash or machine wash cold drip dry iron low w,Blue,47,15,23,9
CL0088029,Ombre print dupioni belted dress,119.95,Dress,Dupioni,eshakti,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Off-white,36,13,14,9
CL0088485,Ombre print dupioni sash tie dress,104.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Navy,2,2,0,0
CL0088731,Jersey knit and banded stripe colorblock dupioni d,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Fall Winter,,hand wash or machine wash cold drip dry iron low w,Black,6,2,2,2
CL0088741,Jersey knit and check print dupioni maxi dress,129.95,Dress,Dupioni,eshakti,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Gray,1,1,0,0
CL0088953,Vibrant check print dupioni dress,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Multi-colored,25,9,7,9
CL0089006,Floral print dupioni faux wrap skirt,89.95,Skirt,Dupioni,WAYWARD FANCIES,WOVEN,,Fall Winter,,hand wash or machine wash cold drip dry iron low w,Green,11,5,4,2
CL0090027,Pleat waist dupioni midi dress,99.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Spring Summer,,hand wash or machine wash cold drip dry iron low w,Red,7,2,2,3
CL0090029,Pleat waist dupioni midi dress,99.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,6,1,3,2
CL0090149,Check print dupioni peplum top,74.95,Top,Dupioni,WAYWARD FANCIES,WOVEN,,Spring Summer,,hand wash or machine wash cold drip dry iron low w,Pink,5,1,2,2
CL0090158,Floral print dupioni peplum top,79.95,Top,Dupioni,WAYWARD FANCIES,WOVEN,,Fall Winter,,hand wash or machine wash cold drip dry iron low w,Green,33,17,12,4
CL0090295,Puff sleeve dupioni wrap dress,74.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,1,0,1,0
CL0090361,Poly dupioni surplice dress,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Navy,27,7,14,6
CL0090362,Poly dupioni surplice dress,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,5,3,2,0
CL0090615,Floral butterfly print trapunto hem dupioni dress,129.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Off-white,19,8,6,5
CL0090784,Tie-dye print elastic waist blouse,34.95,Top,Dupioni,Zapelle,WOVEN,,Spring Summer,,MACHINE WASH,Blue,2,0,1,1
CL0091896,Floral print dupioni peplum top,40.95,Top,Dupioni,WAYWARD FANCIES,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Black,5,0,1,4
CL0092318,Plunge floral bouquet print dupioni dress,129.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Navy,146,47,69,30
CL0092322,Floral print dupioni pleated empire dress,129.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Green,25,14,9,2
CL0092344,Plunge rose bouquet print dupioni banded empire dr,129.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,hand wash or machine wash cold drip dry iron low w,Blue,392,142,172,78
CL0092421,Quincy dress,99.95,Dress,Dupioni,eshakti,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Green,31,12,8,11
CL0092428,Quincy dress,99.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Spring Summer,Floral,hand wash or machine wash cold drip dry iron low w,Orange,42,12,16,14
CL0092430,Quincy dress,89.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,hand wash or machine wash cold drip dry iron low w,Brown,9,4,2,3
CL0092432,Quincy dress,99.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Pink,37,14,11,12
CL0092475,Quincy dress,139.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Green,223,114,75,34
CL0092539,Ombre print dupioni belted dress,104.95,Dress,Dupioni,eshakti,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Purple,17,4,3,10
CL0092981,Watercolor floral print dupioni pleated empire dre,89.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Spring Summer,Floral,hand wash or machine wash cold drip dry iron low w,Pink,7,6,1,0
CL0094101,Floral print dupioni pleated empire dress,99.95,Dress,Dupioni,eshakti,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Purple,6,5,0,1
CL0094111,Floral print dupioni pleated empire dress,89.95,Dress,Dupioni,eshakti,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Navy,18,9,4,5
CL0094105,Floral print dupioni pleated empire dress,89.95,Dress,Dupioni,eshakti,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Brown,4,0,4,0
CL0094107,Floral print dupioni pleated empire dress,89.95,Dress,Dupioni,eshakti,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Green,6,2,0,4
CL0094167,Floral print dupioni pleated empire dress,119.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,hand wash or machine wash cold drip dry iron low w,White,7,2,2,3
CL0095104,Placed floral print dupioni dress,96.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,hand wash or machine wash cold drip dry iron low w,Red,10,4,2,4
CL0095177,Floral print dupioni pleated shirt dress,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,hand wash or machine wash cold drip dry iron low w,Red,4,1,3,0
CL0095567,Jersey knit and dupioni tie waist dress,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Fall Winter,,hand wash or machine wash cold drip dry iron low w,Navy,6,3,2,1
CL0096099,Jersey knit and floral print dupioni dress,89.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Black,4,2,2,0
CL0096200,Jersey knit and floral embroidery dupioni dress,114.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Black,9,5,2,2
CL0096267,Jersey knit and rose print dupioni dress,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Red,6,4,2,0
CL0096310,Jersey knit and floral print dupioni dress,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Beige,19,7,2,10
CL0096336,Floral print dupioni skirt,89.95,Skirt,Dupioni,WAYWARD FANCIES,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Orange,6,2,3,1
CL0096402,Floral print dupioni box-pleat full skirt,74.95,Skirt,Dupioni,Zapelle,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Black,4,2,2,0
CL0096444,Placed floral print dupioni box-pleat full skirt,84.95,Skirt,Dupioni,WAYWARD FANCIES,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Navy,7,0,4,3
CL0096551,Rose print dupioni box-pleat full skirt,74.95,Skirt,Dupioni,WAYWARD FANCIES,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Blue,15,11,3,1
CL0096944,Bow tie abstract print dupioni dress,119.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,Graphic,hand wash or machine wash cold drip dry iron low w,Green,44,17,19,8
CL0097041,Jersey knit and dupioni sash-tie dress,79.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,DRY CLEAN,Green,5,1,3,1
CL0097042,Jersey knit and dupioni sash-tie dress,79.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,DRY CLEAN,Blue,10,4,5,1
CL0097043,Jersey knit and dupioni sash-tie dress,79.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,DRY CLEAN,Green,2,1,0,1
CL0097044,Jersey knit and dupioni sash-tie dress,79.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,DRY CLEAN,Green,2,2,0,0
CL0097046,Jersey knit and dupioni sash-tie dress,79.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,DRY CLEAN,Black,5,3,2,0
CL0097047,Jersey knit and dupioni sash-tie dress,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,DRY CLEAN,Navy,12,8,3,1
CL0097509,Placed floral print dupioni empire dress,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Off-white,41,0,1,40
CL0097536,Sash tie abstract print dupioni dress,119.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,Graphic,hand wash or machine wash cold drip dry iron low w,Green,5,0,0,5
CL0097551,Placed floral print dupioni empire dress,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Black,10,0,0,10
CL0097601,Placed floral print dupioni empire dress,139.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Green,3,0,0,3
CL0046662,Sash tie cotton chambray maxi skirt,69.95,Skirt,Chambray,eshakti,WOVEN,,Year-Round,,MACHINE WASH,Indigo,28,9,7,12
CL0049282,Virginia dress,54.95,Dress,Chambray,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Indigo,3,1,2,0
CL0053734,High waist chambray palazzo pants,54.95,Pant,Chambray,eShakti,WOVEN,,Year-Round,,MACHINE WASH,Indigo,20,6,9,5
CL0064244,Side tie cotton chambray faux-wrap tunic,69.95,Top,Chambray,eshakti,WOVEN,,,,MACHINE WASH,Gray,5,3,2,0
CL0065666,Smocked waist cotton chambray dress,89.95,Dress,Chambray,eShakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Indigo,4,2,1,1
CL0067129,Self-button front ruched chambray shirtdress,79.95,Dress,Chambray,eShakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Indigo,20,10,5,5
CL0068267,Cotton chambray shirt,69.95,Top,Chambray,ZAPELLE,WOVEN,,,,MACHINE WASH,Indigo,12,2,2,8
CL0073773,Ruched cotton chambray tiered dress,79.95,Dress,Chambray,WAYWARD FANCIES,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Indigo,20,9,9,2
CL0075167,Ruched tier cotton chambray maxi dress,99.95,Dress,Chambray,WAYWARD FANCIES,WOVEN,Shift,Year-Round,,MACHINE WASH,Indigo,124,35,51,38
CL0075295,Cotton chambray shift shirtdress,89.95,Dress,Chambray,Zapelle,WOVEN,Shirtdress,Year-Round,,MACHINE WASH,Indigo,6,2,3,1
CL0075838,Chelsea cotton chambray dress,79.95,Dress,Chambray,eShakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Indigo,202,71,61,70
CL0079266,Cotton chambray peplum tunic shirt,69.95,Top,Chambray,ZAPELLE,WOVEN,,,,MACHINE WASH,Indigo,14,3,4,7
CL0079347,Smocked waist cotton chambray palazzo pants,59.95,Pant,Chambray,ZAPELLE,KNITS,,Year-Round,,MACHINE WASH,Indigo,94,27,34,33
CL0079328,Cotton chambray palazzo pants,59.95,Pant,Chambray,ZAPELLE,WOVEN,,,,MACHINE WASH,Indigo,66,17,21,28
CL0079365,Cotton chambray straight leg pants,54.95,Pant,Chambray,ZAPELLE,WOVEN,,Year-Round,,MACHINE WASH,Indigo,32,9,13,10
CL0079372,Cotton chambray elastic waist pants,79.95,Pant,Chambray,ZAPELLE,WOVEN,,,,MACHINE WASH,Indigo,39,11,24,4
CL0080411,Cotton chambray ruched waist shirtdress,59.95,Dress,Chambray,eShakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Indigo,4,1,2,1
