Name,ProductPrice,ProductStyle,Fabric,Brand,FabricType,Silhouette,Season,Pattern,WashCase,ColorGroup,TotalSales,FirstMonthSale,SecondMonthSale
Floral print dupioni pleated empire dress,119.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,hand wash or machine wash cold drip dry iron low w,White,1,5,1
Jersey knit and dupioni tie waist dress,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Fall Winter,,hand wash or machine wash cold drip dry iron low w,Navy,1,4,1
Floral print dupioni skirt,89.95,Skirt,Dupioni,WAYWARD FANCIES,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Orange,1,1,1
Jersey knit and dupioni sash-tie dress,79.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,DRY CLEAN,Black,2,1,2
Jersey knit and dupioni sash-tie dress,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,DRY CLEAN,Navy,2,0,2
Placed floral print dupioni empire dress,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Off-white,3,11,3
Placed floral print dupioni empire dress,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Black,3,4,3
Placed floral print dupioni empire dress,139.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Green,5,9,5
Floral embroidery dupioni empire dress,89.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Navy,4,0,4
Sash tie cotton chambray maxi skirt,69.95,Skirt,Chambray,eshakti,WOVEN,,Year-Round,,MACHINE WASH,Indigo,1,4,1
High waist chambray palazzo pants,54.95,Pant,Chambray,eShakti,WOVEN,,Year-Round,,MACHINE WASH,Indigo,6,4,6
Side tie cotton chambray faux-wrap tunic,69.95,Top,Chambray,eshakti,WOVEN,,,,MACHINE WASH,Gray,2,0,2
Smocked waist cotton chambray dress,89.95,Dress,Chambray,eShakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Indigo,1,5,1
Self-button front ruched chambray shirtdress,79.95,Dress,Chambray,eShakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Indigo,3,8,3
Ruched tier cotton chambray maxi dress,99.95,Dress,Chambray,WAYWARD FANCIES,WOVEN,Shift,Year-Round,,MACHINE WASH,Indigo,2,28,2
Cotton chambray shift shirtdress,89.95,Dress,Chambray,Zapelle,WOVEN,Shirtdress,Year-Round,,MACHINE WASH,Indigo,2,2,2
Cotton chambray peplum tunic shirt,69.95,Top,Chambray,ZAPELLE,WOVEN,,,,MACHINE WASH,Indigo,2,2,2
Smocked waist cotton chambray palazzo pants,59.95,Pant,Chambray,ZAPELLE,KNITS,,Year-Round,,MACHINE WASH,Indigo,9,32,9
Cotton chambray palazzo pants,59.95,Pant,Chambray,ZAPELLE,WOVEN,,,,MACHINE WASH,Indigo,13,16,13
Cotton chambray straight leg pants,54.95,Pant,Chambray,ZAPELLE,WOVEN,,Year-Round,,MACHINE WASH,Indigo,2,9,2
Cotton chambray elastic waist pants,79.95,Pant,Chambray,ZAPELLE,WOVEN,,,,MACHINE WASH,Indigo,1,7,1
Cotton chambray ruched waist shirtdress,59.95,Dress,Chambray,eShakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Indigo,2,1,2
Cotton chambray pleated wrap dress,68.95,Dress,Chambray,eshakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Indigo,1,3,1
Ruffle neck cotton chambray peplum top,69.95,Top,Chambray,ZAPELLE,WOVEN,,Fall Winter,,MACHINE WASH,Indigo,4,1,4
Ruched cross front cotton chambray dress,64.95,Dress,Chambray,eshakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Indigo,1,1,1
Ruffle flounce cotton chambray shift shirtdress,79.95,Dress,Chambray,WAYWARD FANCIES,WOVEN,Shirtdress,Year-Round,,MACHINE WASH,Indigo,3,1,3
Button front cotton chambray tiered skirt,69.95,Skirt,Chambray,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Indigo,1,3,1
Cotton chambray and jersey wrap dress,69.95,Dress,Chambray,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Indigo,1,4,1
Cotton chambray relaxed empire shirtdress,79.95,Dress,Chambray,WAYWARD FANCIES,WOVEN,Shirtdress,Year-Round,,MACHINE WASH,Indigo,1,3,1
Cotton chambray kaftan dress,79.95,Dress,Chambray,WAYWARD FANCIES,WOVEN,Shift,Fall Winter,,MACHINE WASH,Indigo,2,8,2
Cotton chambray Chelsea dress,72.95,Dress,Chambray,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Indigo,25,49,25
Ruched empire cotton chambray blouse,59.95,Top,Chambray,Zapelle,WOVEN,,,,MACHINE WASH,Indigo,7,14,7
Cotton chambray ruffle trim tiered dress,74.95,Dress,Chambray,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Indigo,3,16,3
Bias-cut cotton chambray shirtdress,62.95,Dress,Chambray,Zapelle,WOVEN,Shirtdress,,,MACHINE WASH,Indigo,5,21,5
Pleat front cotton chambray peplum blouse,69.95,Top,Chambray,Zapelle,WOVEN,,,,MACHINE WASH,Indigo,1,0,1
Embroidered wide leg cotton chambray pants,99.95,Pant,Chambray,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Indigo,3,0,3
Rose jacquard linen cotton sweater,79.95,Top,Jacquard,Zapelle,KNITS,,Fall Winter,,Hand wash coldFlat Dry,Beige,3,1,3
Light silk satin tunic top,69.95,Top,100% Silk,Zapelle,WOVEN,,Fall Winter,,DRY CLEAN,Black,2,2,2
Light silk satin top,74.95,Top,100% Silk,Zapelle,WOVEN,,Fall Winter,,DRY CLEAN,Off-white,2,6,2
Light silk satin shirt,89.95,Top,100% Silk,Zapelle,WOVEN,,Fall Winter,,DRY CLEAN,Off-white,1,1,1
Silk satin tunic,89.95,Top,100% Silk,Zapelle,WOVEN,,Fall Winter,,DRY CLEAN,Red,1,1,1
Silk satin tunic,99.95,Top,100% Silk,Zapelle,WOVEN,,Fall Winter,,DRY CLEAN,Off-white,1,1,1
Dolman cap sleeve silk satin shirt,69.95,Top,100% Silk,Zapelle,WOVEN,,Fall Winter,,DRY CLEAN,Red,1,1,1
Cowl neck light habotai silk blouse,69.95,Top,100% Silk,Zapelle,WOVEN,,,,DRY CLEAN,Green,1,0,1
Cowl neck light silk satin blouse,89.95,Top,100% Silk,Zapelle,WOVEN,,Sale,,DRY CLEAN,Red,4,5,4
Silk satin tank top,69.95,Top,100% Silk,Zapelle,WOVEN,,Sale,,DRY CLEAN,Red,4,8,4
Superfine merino wool circle cardigan,99.95,Jacket,100% Wool,Zapelle,KNITS,,Fall Winter,,Hand wash coldFlat Dry,Gray,2,7,2
Star print georgette wrap dress,99.95,Dress,Georgette,eShakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Navy,8,5,8
Ruched front scarf print georgette kaftan,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shift,Spring Summer,,MACHINE WASH,Blue,2,8,2
Floral vine print georgette smocked peplum top,39.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Navy,1,17,1
Ruched floral vine print georgette dress,67.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Navy,9,23,9
Tie neck polka dot print georgette shift dress,69.95,Dress,Georgette,Zapelle,WOVEN,Shift,Fall Winter,,MACHINE WASH,Black,5,7,5
Bird and floral print georgette ruched shift dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Red,2,0,2
Illusion celestial print georgette dress,74.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,2,7,2
Tie neck back leaf print georgette dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,White,1,0,1
Off-the-shoulder hydrangea print georgette tiered ,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Black,1,0,1
Butterfly print georgette ruched tier dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Multi-colored,9,14,9
Twist front animal stripe print georgette top,34.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Green,1,0,1
Button shoulder animal stripe print georgette top,74.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,Fall Winter,,hand wash,Blue,3,1,3
Smocked waist tie-dye print georgette peplum top,36.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,Spring Summer,,MACHINE WASH,Blue,8,2,8
Tie-dye print georgette embroidered sash tie kafta,58.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,Spring Summer,,MACHINE WASH,Navy,1,2,1
Tie-dye print georgette pintuck pleat dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Blue,1,4,1
Floral embroidery print georgette peplum top,79.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Green,1,6,1
Butterfly print georgette ruched tier dress,119.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Blue,25,48,25
Tie neck polka dot print georgette shift dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shift,Fall Winter,,MACHINE WASH,Green,2,3,2
Polka dot print georgette blouson top,42.95,Top,Georgette,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Green,1,0,1
Tie neck polka dot print georgette shift dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shift,Spring Summer,,MACHINE WASH,Orange,1,2,1
Tie neck polka dot print georgette shift dress,74.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shift,Spring Summer,,MACHINE WASH,White,1,1,1
Polka dot print georgette ruched tier dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Orange,1,1,1
Ikat print georgette kaftan dress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shift,Fall Winter,,MACHINE WASH,Black,1,5,1
Ikat print georgette kaftan dress,64.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shift,Spring Summer,,MACHINE WASH,Multi-colored,3,8,3
Butterfly print georgette ruched tier dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,3,3,3
Butterfly print georgette smocked waist dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,1,1,1
Check print georgette handkerchief hem dress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,,,,hand wash,Brown,1,0,1
Ikat print georgette tie neck top,74.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Red,2,1,2
Ikat print georgette tiered dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Red,3,6,3
Rose print georgette tiered dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Pink,1,2,1
Rose print georgette tiered dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Blue,1,1,1
Hydrangea print georgette ruched tier dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Black,3,3,3
Floral print georgette ruched tier dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Black,1,11,1
Polka dot print georgette ruched tier dress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Black,1,2,1
Floral print georgette drawstring waist tiered dre,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Black,2,6,2
Shadow ombre print georgette skirt,89.95,Skirt,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Brown,2,6,2
Stripe print georgette ruched tier dress,69.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Stripes,MACHINE WASH,Off-white,8,14,8
Shadow ombre print georgette ruched tier dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Brown,1,3,1
Ruched shadow ombre print georgette tunic,74.95,Top,Georgette,Zapelle,WOVEN,,,,MACHINE WASH,Blue,3,5,3
Plunge rose print georgette dress,74.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,White,9,2,9
Embellished tulle floral print georgette empire dr,139.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Blue,2,1,2
Tie neck ikat print georgette top,69.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,,,hand wash,Red,1,0,1
Plunge contrast trim dupioni dress,54.95,Dress,Polyester,eShakti,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Green,13,15,13
Plunge dupioni banded empire maxi dress,99.95,Dress,Polyester,eShakti,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Green,2,0,2
Pleated dupioni wide belt maxi skirt,89.95,Skirt,Polyester,eShakti,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Green,3,6,3
Floral print dupioni bow tie dress,99.95,Dress,Polyester,eShakti,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Gold,1,3,1
Cat print georgette sash tie peplum blouse,74.95,Top,Polyester,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Gray,2,1,2
Paperbag waist cross hatch suiting palazzo pants,79.95,Pant,Polyester,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Black,1,2,1
Poly dupioni surplice dress,99.95,Dress,Polyester,eshakti,WOVEN,Fit-and-flare,Spring Summer,,hand wash or machine wash cold drip dry iron low w,Red,1,5,1
Stripe linen sash-tie shirtdress,89.95,Dress,100% Linen,WAYWARD FANCIES,WOVEN,Shirtdress,,Stripes,MACHINE WASH,Beige,1,3,1
Linen palazzo pants,99.95,Pant,100% Linen,Zapelle,WOVEN,,,,MACHINE WASH,White,4,12,4
Knotted tie front plunge linen dress,69.95,Dress,100% Linen,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Gray,4,19,4
Lattice trim sash-tie back linen dress,99.95,Dress,100% Linen,eshakti,WOVEN,Fit-and-flare,,,hand wash,Blue,4,37,4
Smocked empire linen tier dress,79.95,Dress,100% Linen,eshakti,WOVEN,Fit-and-flare,,,hand wash,Green,1,6,1
Wide leg ponte pants,69.95,Pant,Ponte Knit,eShakti,KNITS,,,,MACHINE WASH,Black,1,10,1
High waist pocket ponte leggings,44.95,Pant,Ponte Knit,ZAPELLE,KNITS,,,,MACHINE WASH,Black,11,14,11
Tipped trim ponte sheath dress,59.95,Dress,Ponte Knit,eShakti,KNITS,Sheath,,,MACHINE WASH,Black,2,12,2
Sweetheart ponte sheath dress,89.95,Dress,Ponte Knit,eShakti,KNITS,Sheath,,,MACHINE WASH,Black,1,1,1
Ponte and tulle fit-and-flare dress,99.95,Dress,Ponte Knit,eShakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Black,3,14,3
Ponte knit pocket crop joggers,89.95,Pant,Ponte Knit,ZAPELLE,WOVEN,,,,MACHINE WASH,Black,1,1,1
Wide leg ponte knit pants,59.95,Pant,Ponte Knit,ZAPELLE,KNITS,,,,MACHINE WASH,Black,3,12,3
Ponte knit leggings,89.95,Pant,Ponte Knit,Zapelle,KNITS,,Fall Winter,,hand wash,Black,1,6,1
High neck ponte knit sheath dress,99.95,Dress,Ponte Knit,Zapelle,KNITS,Sheath,Fall Winter,,hand wash,Black,2,3,2
Ponte knit straight leg pants,74.95,Pant,Ponte Knit,Zapelle,KNITS,,Fall Winter,,hand wash,Black,3,14,3
Ponte knit vented straight skirt,74.95,Skirt,Ponte Knit,Zapelle,KNITS,,,,MACHINE WASH,Black,1,3,1
Ruffle sleeve ponte knit sheath dress,69.95,Dress,Ponte Knit,Zapelle,KNITS,Sheath,,,MACHINE WASH,Navy,1,15,1
Cashmere wool blend crop cardigan,99.95,Top,Wool Blend,Zapelle,KNITS,,Fall Winter,,Hand wash coldFlat Dry,Green,1,1,1
Bird print fit-and-flare dress,79.95,Dress,100% Cotton,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,White,3,0,3
High waist drawstring cotton jeans,99.95,Jeans,100% Cotton,WAYWARD FANCIES,WOVEN,,Spring Summer,,MACHINE WASH,Indigo,1,1,1
Pieced cotton denim A-line dress,79.95,Denim Dress,100% Cotton,Zapelle,WOVEN,,,,MACHINE WASH,Indigo,2,7,2
Cotton flannel check relaxed shirt,69.95,Top,100% Cotton,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,White,3,1,3
Pinstripe cotton ruched peplum top,69.95,Top,100% Cotton,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,White,2,0,2
Leafy vine print stretch cotton elastic waist tier,79.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Red,3,8,3
Smocked gingham check cotton dress,79.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Pink,1,1,1
Smocked cotton twill stripe dress,79.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Stripes,MACHINE WASH,Green,1,4,1
Star print cotton pleat waist dress,79.95,Dress,100% Cotton,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Navy,1,4,1
Cargo pocket leaf print cotton skirt,52.95,Skirt,100% Cotton,Zapelle,WOVEN,,,,MACHINE WASH,Green,4,10,4
Surplice star print cotton sash tie dress,69.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Navy,1,11,1
Smocked empire floral block print cotton tier dres,84.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Pink,9,8,9
Check print cotton poplin tie-belt shirt dress,79.95,Dress,100% Cotton,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Blue,15,7,15
Smocked floral hand block print cotton tiered dres,99.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Yellow,1,0,1
Puff sleeve merino wool blend rib-knit sweater,109.95,Top,Jersey Knit,ZAPELLE,KNITS,,Fall Winter,,Hand wash coldFlat Dry,Black,1,0,1
Asymmetric hem merino wool blend rib-knit sweater,94.95,Top,Jersey Knit,ZAPELLE,KNITS,,Year-Round,,Hand wash coldFlat Dry,Black,1,0,1
Dolman sleeve jersey knit top,74.95,Top,Jersey Knit,Zapelle,KNITS,,Year-Round,,MACHINE WASH,Black,1,3,1
Jersey knit and taffeta sash-tie dress,99.95,Dress,Jersey Knit,eshakti,WOVEN,Fit-and-flare,Fall Winter,,DRY CLEAN,Green,2,0,2
Obi belt jersey knit top,74.95,Top,Jersey Knit,Zapelle,KNITS,,Fall Winter,,hand wash,Black,1,4,1
Billowy sleeve jersey knit ruched top,69.95,Top,Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Navy,1,0,1
Linen cotton slouchy oversize sweater,89.95,Top,Linen Blend,Zapelle,KNITS,,Fall Winter,,Hand wash coldFlat Dry,Blue,2,1,2
Linen cotton empire dress,74.95,Dress,Linen Blend,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Pink,3,11,3
Merino wool blend sweater knit cardigan,99.95,Jacket,Acrylic Wool,Zapelle,KNITS,,Fall Winter,,Hand wash coldFlat Dry,Black,2,0,2
Faux-button front stripe viscose cotton skirt,84.95,Skirt,Cotton Blend,Zapelle,WOVEN,,,,100% COTTON MACHINE WASH,Navy,3,2,3
Off-the-shoulder linen cotton knit wrap top,69.95,Top,Cotton Linen,Zapelle,KNITS,,Fall Winter,,Hand wash coldFlat Dry,Red,2,2,2
Light linen cotton rib-knit surplice blouson top,79.95,Top,Cotton Linen,Zapelle,KNITS,,Fall Winter,,Hand wash coldFlat Dry,Brown,2,1,2
Dolman sleeve linen cotton rib-knit top,74.95,Top,Cotton Linen,Zapelle,KNITS,,Fall Winter,,Dry clean or hand wash inside out 30 C do not iron,Black,2,0,2
Linen and cotton blend sweater,69.95,Top,Cotton Linen,Zapelle,KNITS,,Fall Winter,,Dry clean or hand wash inside out 30 C do not iron,Beige,1,2,1
Linen blend rib knit pullover,69.95,Top,Cotton Linen,Zapelle,KNITS,,Fall Winter,,Dry clean or hand wash inside out 30 C do not iron,Red,1,0,1
Raglan sleeve cotton linen check top,79.95,Top,Cotton Linen,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Navy,1,5,1
Cutwork floral embroidery cotton linen flared shir,79.95,Top,Cotton Linen,Zapelle,WOVEN,,,,MACHINE WASH,White,1,1,1
Pintuck pleat floral print linen cotton shift dres,79.95,Dress,Cotton Linen,WAYWARD FANCIES,WOVEN,Shift,,Floral,hand wash,Off-white,1,4,1
Racerback linen cotton rib-knit top,89.95,Top,Cotton Linen,Zapelle,KNITS,,,,Hand wash coldFlat Dry,Violet,2,0,2
Floral print linen cotton Chelsea dress,69.95,Dress,Cotton Linen,eshakti,WOVEN,Fit-and-flare,,Floral,hand wash,Off-white,9,16,9
Cotton linen empire A-line dress,69.95,Dress,Cotton Linen,Zapelle,WOVEN,Shift,,,MACHINE WASH,Off-white,1,15,1
Asymmetric hem light cable knit sweater,62.95,Top,Sweater Knit,Zapelle,WOVEN,,Sale,,Hand wash coldFlat Dry,Blue,1,2,1
Bow tie modal cotton sweater knit top,64.95,Top,Sweater Knit,Zapelle,KNITS,,Fall Winter,,Hand wash coldFlat Dry,Green,2,2,2
Abstract jacquard rib-knit sweater,69.95,Top,Sweater Knit,Zapelle,KNITS,,Fall Winter,,Hand wash coldFlat Dry,Indigo,1,1,1
Fuzzy sweater knit wrap cardigan,79.95,Jacket,Sweater Knit,Zapelle,KNITS,,Fall Winter,,Hand wash coldFlat Dry,Green,1,0,1
Superfine merino wool shawl collar cardigan,124.95,Jacket,Sweater Knit,Zapelle,KNITS,,Fall Winter,,Hand wash coldFlat Dry,Purple,2,0,2
Superfine merino wool knit hoodie sweater,89.95,Top,Sweater Knit,Zapelle,KNITS,,,,Hand wash coldFlat Dry,Navy,1,0,1
Soft collar stripe cotton sweater,62.95,Top,Sweater Knit,Zapelle,KNITS,,,,Hand wash coldFlat Dry,Green,1,0,1
Superfine merino wool layered wrap cardigan,109.95,Jacket,Sweater Knit,Zapelle,KNITS,,,,Hand wash coldFlat Dry,Purple,1,3,1
Superfine merino wool layered wrap cardigan,99.95,Jacket,Sweater Knit,Zapelle,KNITS,,,,Hand wash coldFlat Dry,Black,2,1,2
Superfine merino wool layered wrap cardigan,99.95,Jacket,Sweater Knit,Zapelle,KNITS,,,,Hand wash coldFlat Dry,Green,1,2,1
Soft collar crop sweater,74.95,Top,Sweater Knit,Zapelle,KNITS,,,,Hand wash coldFlat Dry,Green,1,1,1
Bow detail linen cotton sweater knit top,89.95,Top,Sweater Knit,Zapelle,KNITS,,,,Hand wash coldFlat Dry,White,6,5,6
Bow detail linen cotton sweater knit top,89.95,Top,Sweater Knit,Zapelle,KNITS,,,,Hand wash coldFlat Dry,Yellow,3,2,3
Linen cotton rib knit henley,89.95,Top,Sweater Knit,Zapelle,KNITS,,,,Hand wash coldFlat Dry,Black,1,2,1
Ramie cotton cable knit sweater,69.95,Top,Sweater Knit,Zapelle,KNITS,,,,Hand wash coldFlat Dry,Blue,1,7,1
Spread collar ramie cotton cable knit sweater,69.95,Top,Sweater Knit,Zapelle,KNITS,,,,Hand wash coldFlat Dry,White,6,2,6
Puff sleeve ramie cotton pointelle knit cardigan,69.95,Top,Sweater Knit,Zapelle,KNITS,,,,Hand wash coldFlat Dry,Orange,1,2,1
Ramie cotton rib-knit wrap cardigan,69.95,Top,Sweater Knit,Zapelle,KNITS,,,,Hand wash coldFlat Dry,Pink,1,1,1
Superfine merino wool knit pullover,69.95,Top,Sweater Knit,Zapelle,KNITS,,,,Hand wash coldFlat Dry,Navy,1,0,1
Knot front ramie cotton rib-knit sweater,69.95,Top,Sweater Knit,Zapelle,KNITS,,,,Hand wash coldFlat Dry,Pink,2,0,2
Turtleneck cotton sweater,49.95,Top,Sweater Knit,Zapelle,KNITS,,,,Hand wash coldFlat Dry,Blue,1,3,1
Cable knit cotton sweater,64.95,Top,Sweater Knit,Zapelle,KNITS,,,,Hand wash coldFlat Dry,Blue,1,4,1
Superfine merino wool knit fitted cardigan,99.95,Top,Sweater Knit,Zapelle,KNITS,,,,Hand wash coldFlat Dry,Purple,2,0,2
Sash tie poplin midi skirt,42.95,Skirt,Cotton Poplin,Zapelle,WOVEN,,,,MACHINE WASH,Black,14,14,14
Cotton poplin belted shirtdress,54.95,Dress,Cotton Poplin,eShakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Black,7,11,7
Split neck empire poplin dress,49.95,Dress,Cotton Poplin,eShakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Navy,13,19,13
Split neck empire poplin dress,49.95,Dress,Cotton Poplin,eShakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Black,5,11,5
Cotton poplin lined shirt,69.95,Top,Cotton Poplin,ZAPELLE,WOVEN,,,,MACHINE WASH,White,1,1,1
Cotton poplin sash tie dress,89.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Navy,1,3,1
Poplin fit-and-flare dress,64.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Black,20,23,20
Polka dot embellished cotton poplin dress,99.95,Dress,Cotton Poplin,WAYWARD FANCIES,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Black,3,7,3
Self-button front ruched poplin shirtdress,59.95,Dress,Cotton Poplin,eShakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Green,1,0,1
